id_theme;sous_matiere_app;theme;nb_questions_associees;sessions;types_questions;score_priorite_provisoire;niveau_priorite;resume;points_cles;pieges;statut
THEME_BACT_CUTANE_2025_S2;Bactériologie;Bactéries à manifestations cutanées;1;S2;"DL;QCM";86;Très haute;Question sur bactéries pouvant donner des lésions ou signes cutanés.;"Staphylococcus aureus; Streptococcus pyogenes; Treponema pallidum; Neisseria meningitidis; lésions cutanées";Inclure Moraxella catarrhalis;Non vu
THEME_BACT_BU_IU_2025_S2;Bactériologie;Bandelette urinaire et seuil E. coli femme;2;S2;"DL;QCM;QRU";94;Ultra prioritaire;Questions sur BU et seuil de bactériurie à E. coli chez la femme.;"Bandelette urinaire; leucocyte estérase; nitrites; nitrate réductase; Escherichia coli; infection urinaire femme; 1000 UFC/mL";"Croire BU détecte antigènes; appliquer 10^5 UFC/mL systématiquement";Non vu
THEME_BACT_HEMOCULTURES_2025_S2;Bactériologie;Hémocultures;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur réalisation des hémocultures avant antibiothérapie et faible concentration bactérienne dans le sang.;"Hémocultures; avant antibiothérapie; sepsis; faible concentration bactérienne; Gram flacon positif";"Prélever seulement au pic fébrile; faire Gram directement sur sang; prélever seulement 1 mL";Non vu
THEME_BACT_RESISTANCES_NATURELLES_2025_S2;Bactériologie;Résistances naturelles;1;S2;"DL;QCM";88;Très haute;Question sur résistances naturelles retenues par correction.;"Mycoplasmes; bêta-lactamines; Listeria; céphalosporines; résistance naturelle";"Confondre résistance naturelle et acquise; attention correction AE";Non vu
THEME_BACT_STREPTOCOQUES_2025_S2;Bactériologie;Streptocoques hémolyse et Lancefield;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur streptocoques : alpha-hémolytiques oropharyngés, S. pyogenes bêta-hémolytique et groupe A.;"Streptococcus pyogenes; Streptococcus pneumoniae; alpha-hémolytique; bêta-hémolytique; Lancefield; groupe A";Dire pneumocoque bêta-hémolytique;Non vu
THEME_BACT_NEONATAL_STREPTOB_2025_S2;Bactériologie;Méningite néonatale à Streptococcus agalactiae;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur PL de nouveau-né avec cocci Gram positif en chaînettes.;"Streptococcus agalactiae; streptocoque B; méningite néonatale; cocci Gram positif en chaînettes; transmission accouchement";Confondre avec Listeria ou pneumocoque;Non vu
THEME_BACT_DIARRHEES_2025_S2;Bactériologie;Diarrhées bactériennes Shigella choléra ETEC;2;S2;"DL;QCM";94;Ultra prioritaire;Questions sur diarrhée invasive à Shigella et diarrhée toxinique liquidienne.;"Shigella; diarrhée glairo-sanglante; processus invasif; choléra; ETEC; tourista; processus toxinique; diarrhée liquidienne";"Confondre diarrhée invasive et toxinique; croire Shigella non recherchée en coproculture standard";Non vu
THEME_BACT_LISTERIA_GROSSESSE_2025_S2;Bactériologie;Listériose grossesse;1;S2;"DL;QCM";94;Ultra prioritaire;Question sur listériose materno-fœtale : fièvre nue, déclaration obligatoire, hémocultures et amoxicilline.;"Listeria monocytogenes; grossesse; fièvre nue; déclaration obligatoire; hémocultures; amoxicilline; bacille Gram positif";"Dire Gram négatif; confondre avec transmission ascendante";Non vu
THEME_BACT_GONOCOQUE_2025_S2;Bactériologie;Neisseria gonorrhoeae;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur gonocoque : Gram, asymptomatique femme, culture et ceftriaxone.;"Neisseria gonorrhoeae; diplocoque Gram négatif; femme asymptomatique; gélose sang cuit; ceftriaxone";Confondre avec syphilis/ulcération génitale;Non vu
THEME_BACT_PNEUMO_SEUIL_EXPECTORATION_2025_S2;Bactériologie;Seuil expectoration pneumocoque;1;S2;"DL;QRU";86;Très haute;Question sur le seuil d’expectoration permettant d’incriminer Streptococcus pneumoniae.;"Streptococcus pneumoniae; expectoration; 10^7 UFC/mL; pneumopathie";Confondre avec seuils urinaires;Non vu
THEME_PARA_HYPEREOSINOPHILIE_2025_S2;Parasitologie-Mycologie;Hyperéosinophilie parasitaire;2;S2;"DL;QCM";94;Ultra prioritaire;Questions sur les sérologies à demander et les parasitoses associées à l’hyperéosinophilie.;"Hyperéosinophilie; toxocarose; schistosomose; trichinellose; anguillulose; helminthoses";"Demander amibiase ou leishmaniose en priorité; associer giardiose, paludisme ou amibiase à hyperéosinophilie typique";Non vu
THEME_PARA_GALE_2025_S2;Parasitologie-Mycologie;Gale;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur gale : Sarcoptes scabiei, lésions typiques et traitement des contacts.;"Gale; Sarcoptes scabiei; espaces interdigitaux; poignets; contacts; traitement collectif";"La considérer comme strictement tropicale; oublier les contacts";Non vu
THEME_PARA_PHTIRIOSE_2025_S2;Parasitologie-Mycologie;Phtirius pubis;1;S2;"DL;QCM";82;Haute;Question sur Phtirius pubis comme insecte responsable de phtiriose.;"Phtirius pubis; phtiriose; insecte; pédiculose pubienne";Confondre avec acarien, pou de tête ou pou de corps;Non vu
THEME_PARA_DERMATOPHYTOSE_2025_S2;Parasitologie-Mycologie;Dermatophytose peau glabre;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur confirmation d’une dermatophytose : examen direct et culture de squames, contexte animal possible.;"Dermatophytose; peau glabre; squames; examen direct; culture; animaux compagnie; lésion annulaire";"Prélever le centre clair; se limiter au dermatoscope";Non vu
THEME_PARA_PALUDISME_PREVENTION_2025_S2;Parasitologie-Mycologie;Prévention du paludisme;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur prévention du paludisme : protection anti-moustiques, chimioprophylaxie adaptée et moustiquaires imprégnées.;"Paludisme; prévention; moustiques; chimioprophylaxie; zone voyage; moustiquaire imprégnée";"Croire qu’une prise unique suffit; négliger la protection antivectorielle";Non vu
THEME_PARA_AMIBIASE_2025_S2;Parasitologie-Mycologie;Amibiase;1;S2;"DL;QCM";86;Très haute;Question générale sur l’amibiase : cosmopolite, tropicale et portage asymptomatique possible.;"Amibiase; Entamoeba histolytica; cosmopolite; milieu tropical; portage asymptomatique; kystes";Associer à hyperéosinophilie typique;Non vu
THEME_PARA_OXYUROSE_2025_S2;Parasitologie-Mycologie;Oxyurose diagnostic;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur diagnostic de l’oxyurose : vers adultes visibles et scotch-test anal.;"Oxyurose; Enterobius vermicularis; vers adultes blancs; marge anale; scotch-test; œufs";"Utiliser l’EPS comme examen clé; chercher œufs dans urines ou expectorations";Non vu
THEME_PARA_ASPERGILLOSE_PREVENTION_2025_S2;Parasitologie-Mycologie;Prévention aspergillose invasive;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur prévention de l’aspergillose invasive chez patients à risque.;"Aspergillose invasive; HEPA; travaux hospitaliers; masque; plantes; fruits; posaconazole; prophylaxie";Penser qu’une chambre seule suffit comme mesure spécifique;Non vu
THEME_PARA_CYSTICERCOSE_2025_S2;Parasitologie-Mycologie;Cysticercose;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur cysticercose : stade larvaire de Taenia solium, localisations et diagnostic.;"Cysticercose; Taenia solium; larve; œil; muscle; sous-cutané; sérologie; imagerie; anatomopathologie";"Confondre cysticercose et téniasis intestinal; diagnostiquer par EPS";Non vu
THEME_PARA_CANDIDEMIE_2025_S2;Parasitologie-Mycologie;Candidémie facteurs de risque;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur facteurs de risque de candidémie : chirurgie digestive, cathéters, neutropénie et VIH item ambigu.;"Candidémie; candidose invasive; chirurgie digestive; cathéter intraveineux; neutropénie; VIH";"Prendre voyage tropical comme facteur de risque; attention B entre parenthèses";Non vu
THEME_PARA_PNEUMOCYSTOSE_2025_S2;Parasitologie-Mycologie;Pneumocystose transmission;1;S2;"DL;QCM";88;Très haute;Question sur contamination de la pneumocystose par voie respiratoire avec transmission interhumaine possible.;"Pneumocystis jirovecii; pneumocystose; voie respiratoire; transmission interhumaine";Répondre voie digestive, transcutanée ou intraveineuse;Non vu
THEME_PARA_CRYPTOCOCCOSE_2025_S2;Parasitologie-Mycologie;Cryptococcus neoformans;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur Cryptococcus neoformans : capsule, antigène sérique, inhalation et encre de Chine.;"Cryptococcus neoformans; capsule polysaccharidique; antigène cryptococcique; sérum; inhalation; encre de Chine";Limiter à une atteinte cérébrale uniquement;Non vu
THEME_PARA_TOXOPLASMOSE_GROSSESSE_2025_S2_DL;Parasitologie-Mycologie;Toxoplasmose grossesse surveillance;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur surveillance de la toxoplasmose pendant la grossesse.;"Toxoplasmose; grossesse; dépistage premier trimestre; sérologie mensuelle; femme séronégative";Proposer dépistage vaginal, EPS ou dépistage seulement à 6 mois;Non vu
THEME_PARA_BILHARZIOSE_2025_S2;Parasitologie-Mycologie;Bilharziose contamination;1;S2;"DL;QRU";90;Ultra prioritaire;Question sur contamination de la bilharziose par contact cutané avec eau douce infestée.;"Bilharziose; schistosomose; eau douce; contact cutané; cercaires";Confondre avec ingestion, moustique ou viande de porc;Non vu
THEME_PARA_MALASSEZIA_PITYRIASIS_2025_S2;Parasitologie-Mycologie;Pityriasis versicolor à Malassezia;1;S2;"DL;QRU";90;Ultra prioritaire;Question sur macules couleur chamois et scotch-test montrant levures en amas avec mycélium.;"Pityriasis versicolor; Malassezia; macules chamois; tronc; scotch-test; levures; mycélium";Confondre avec dermatophytose ou leishmaniose cutanée;Non vu
THEME_PARA_CANDIDA_2025_S2_DL;Parasitologie-Mycologie;Candida spp levures;1;S2;"DL;QRU";88;Très haute;Question sur Candida spp comme levures.;"Candida; levures; pseudo-filaments; mycologie";Classer Candida comme dermatophyte, nématode ou protozoaire;Non vu
THEME_PARA_GIARDIOSE_2025_S2;Parasitologie-Mycologie;Giardiose malabsorption;1;S2;"DL;QRU";88;Très haute;Question sur giardiose et diarrhée par malabsorption de l’intestin grêle.;"Giardiose; Giardia intestinalis; intestin grêle; malabsorption; diarrhée";La considérer comme vectorielle, exclusivement tropicale ou opportuniste;Non vu
THEME_PARA_TOXOPLASMA_BASES_2025_S2;Parasitologie-Mycologie;Toxoplasma gondii bases et cycle;3;S2;"DP;QCM;QROC";96;Ultra prioritaire;Début du DP sur Toxoplasma gondii : protozoaire, rôle du chat, passage transplacentaire, formes contaminantes et séroconversion.;"Toxoplasma gondii; protozoaire; chat; passage transplacentaire; oocyste; kyste; séroconversion";"Le classer comme helminthe; dire parasite strictement humain; répondre œuf/larve/adulte; confondre séroconversion et simple infection";Non vu
THEME_PARA_TOXOPLASMOSE_PREVENTION_2025_S2;Parasitologie-Mycologie;Toxoplasmose grossesse prévention femme séronégative;2;S2;"DP;QCM";96;Ultra prioritaire;Questions sur prévention chez femme enceinte non immunisée : lavage mains, viande cuite, litière de chat, terre/jardinage et aliments potentiellement contaminés.;"Toxoplasmose grossesse; femme séronégative; lavage mains; viande cuite à cœur; crudités; litière chat; terre; jardinage; mouton; bœuf; porc";"Oublier la viande insuffisamment cuite; limiter au chat; éviter jeunes enfants à tort";Non vu
THEME_PARA_TOXOPLASMOSE_SUIVI_GROSSESSE_2025_S2;Parasitologie-Mycologie;Suivi toxoplasmose femme enceinte non immunisée;1;S2;"DP;QCM";94;Ultra prioritaire;Question sur suivi de la femme enceinte non immunisée : IgG, IgM et sérologie mensuelle.;"IgG anti-toxoplasmiques; IgM anti-toxoplasmiques; suivi sérologique mensuel; femme enceinte non immunisée";Mettre suivi échographique ou traitement préventif avant séroconversion;Non vu
THEME_PARA_PRIMO_INFECTION_TOXO_2025_S2;Parasitologie-Mycologie;Primo-infection toxoplasmique grossesse;3;S2;"DP;QCM;QROC";98;Ultra prioritaire;Cœur du DP : primo-infection à 24 SA, risque fœtal, transmission selon terme, suivi échographique, traitement préventif et amniocentèse.;"Primo-infection toxoplasmique; grossesse; transmission faible début; gravité élevée début; transmission élevée fin; gravité faible fin; suivi échographique mensuel; traitement préventif; amniocentèse; liquide amniotique; PCR toxoplasme";"Inverser transmission et gravité; demander PCR sang périphérique; oublier amniocentèse pour diagnostic fœtal";Non vu
THEME_PARA_TOXOPLASMOSE_CONGENITALE_2025_S2;Parasitologie-Mycologie;Toxoplasmose congénitale et suivi oculaire;2;S2;"DP;QRU";96;Ultra prioritaire;Fin du DP sur infection fœtale confirmée, surveillance échographique et suivi prolongé pour atteinte oculaire tardive.;"Toxoplasmose congénitale; ADN toxoplasme liquide amniotique; passage transplacentaire; suivi échographique mensuel; atteinte oculaire; fond d’œil; surveillance jusqu’âge adulte";"Arrêter la surveillance si enfant asymptomatique; oublier les lésions oculaires tardives";Non vu
THEME_PARA_TOXO_REACTIVATION_2025_S2;Parasitologie-Mycologie;Toxoplasmose ancienne réactivée;1;S2;"DP;QRU";90;Ultra prioritaire;Question sur le diagnostic de réactivation de toxoplasmose ancienne chez les patients à risque.;"Toxoplasmose réactivation; immunodépression; prélèvement biologique; mise en évidence toxoplasme; diagnostic direct";"Chercher apparition IgG/IgM comme en primo-infection; se limiter au tableau clinique";Non vu
THEME_BACT_RESPIRATOIRE_COMMUNAUTAIRE_2025_S2;Bactériologie;Infections respiratoires communautaires et échec Augmentin;2;S2;"DP;QCM";90;Ultra prioritaire;Début du DP : agents d’infection respiratoire communautaire et pathogènes atypiques à évoquer après échec d’amoxicilline-acide clavulanique.;"Influenza A; Streptococcus pneumoniae; SARS-CoV-2; Chlamydia pneumoniae; Mycoplasma pneumoniae; Legionella pneumophila; échec Augmentin";"Oublier les atypiques; mettre Listeria en agent respiratoire communautaire";Non vu
THEME_BACT_TUBERCULOSE_CLINIQUE_2025_S2;Bactériologie;Tuberculose maladie orientation clinique et radiologique;3;S2;"DP;QCM";98;Ultra prioritaire;DP très rentable sur tuberculose maladie : toux chronique, amaigrissement, sueurs nocturnes, origine géographique, caverne apicale et absence d’amélioration sous Augmentin.;"Tuberculose maladie; toux prolongée; perte de poids; sueurs nocturnes; caverne apicale; origine Sénégal; échec antibiotique; Mycobacterium tuberculosis; Mycobacterium bovis";"Confondre tuberculose maladie et infection latente; retenir des mycobactéries atypiques comme agents classiques";Non vu
THEME_BACT_TUBERCULOSE_PHYSIOPATH_2025_S2;Bactériologie;Tuberculose physiopathologie et risque VIH;1;S2;"DP;QCM";94;Ultra prioritaire;Question sur transmission aérienne et risque accru de tuberculose maladie chez les patients VIH.;"Tuberculose; transmission aérienne; VIH; risque tuberculose maladie; granulome";"Croire que 90% des contacts font une tuberculose maladie; surestimer la dissémination extra-pulmonaire";Non vu
THEME_BACT_TUBERCULOSE_DIAGNOSTIC_2025_S2;Bactériologie;Diagnostic microbiologique de tuberculose et BAAR;2;S2;"DP;QCM;QROC";98;Ultra prioritaire;Questions sur BAAR, PCR sur crachat, contagiosité à l’examen direct et culture sur milieux spécifiques.;"BAAR; bacille acido-alcoolo résistant; Ziehl; crachat; PCR Mycobacterium tuberculosis; culture mycobactéries; milieux spéciaux; contagiosité";"Dire culture en 48h; utiliser Gram comme examen central; oublier que la quantité de BAAR renseigne sur contagiosité";Non vu
THEME_BACT_TUBERCULOSE_TRAITEMENT_2025_S2;Bactériologie;Traitement antituberculeux;2;S2;"DP;QCM;QROC";98;Ultra prioritaire;Questions sur isoniazide/rifampicine, quadrithérapie 2 mois puis bithérapie 4 mois, paroi lipidique et prévention des résistances.;"Isoniazide; rifampicine; pyrazinamide; éthambutol; quadrithérapie; bithérapie; 2 mois; 4 mois; paroi lipidique; multirésistance";"Répondre rifampicine-éthambutol comme majeurs; définir MDR par rifampicine + pyrazinamide";Non vu
THEME_NOSO_TUBERCULOSE_AIR_2025_S2;Transversal-Nosocomial;Tuberculose précautions Air et déclaration obligatoire;1;S2;"DP;QCM";96;Ultra prioritaire;Question sur isolement Air, chambre individuelle, FFP2 pour personnel/visiteurs et déclaration obligatoire à l’ARS.;"Tuberculose; précautions Air; chambre individuelle; FFP2 soignants; déclaration obligatoire; ARS; transmission";"Mettre FFP2 au patient; donner chimioprophylaxie à tous les contacts non évalués";Non vu
THEME_BACT_TUBERCULOSE_BCG_IGRA_IDR_2025_S2;Bactériologie;BCG IDR IGRA et infection tuberculeuse latente;2;S2;"DP;QROC;QRU";96;Ultra prioritaire;Fin du DP sur dépistage de l’entourage : différence IDR/IGRA vis-à-vis du BCG et interprétation IGRA positif avec radio normale.;"BCG; vaccination; IDR; intradermoréaction tuberculine; IGRA; Quantiferon; infection tuberculeuse latente; radiographie normale";"Croire qu’un IGRA positif est faux positif à cause du BCG; faire BAAR chez asymptomatique avec radio normale";Non vu
THEME_VIRO_SYNDROME_MONONUCLEOSIQUE_2025_S2;Virologie;Syndrome mononucléosique;2;S2;"DP;QCM";96;Ultra prioritaire;Début du DP sur syndrome mononucléosique : hyperlymphocytose, cellules mononucléées, cellules hyperbasophiles et étiologies prioritaires.;"Syndrome mononucléosique; hyperlymphocytose; cellules mononucléées; lymphocytes; monocytes; hyperbasophiles; EBV; CMV; VIH; toxoplasmose";"Définir uniquement par clinique; oublier VIH/CMV/toxoplasmose dans le diagnostic différentiel";Non vu
