id;annee;session;source_pdf;bloc_annale;sous_matiere_app;type;numero_question;theme;sous_theme;question_resume;propositions_resume;reponse;correction_source;explication_courte;piege;priorite_provisoire;statut
QCM_2025_S1_VIRO_DL2_004;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;4;Dépistage cancer du col;HPV après 30 ans;QCM sur les recommandations de dépistage du cancer du col de l’utérus.;A PCR HPV chez toutes les femmes | B cytologie toujours avant HPV après 30 ans | C dépistage dès 25 ans | D après 30 ans si dépistage négatif renouvellement à 5 ans | E après 30 ans HPV positif cytologie normale renouvellement à 3 ans;CD;correction_pdf;Le dépistage débute à 25 ans et, au-delà de 30 ans, un test négatif est renouvelé à 5 ans selon la correction.;"Ne pas faire une PCR HPV primaire chez toutes les femmes quel que soit l’âge ; ne pas confondre cytologie 25-30 ans et test HPV après 30 ans.";Très haute;Non vu
QCM_2025_S1_VIRO_DL2_005;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;5;Virus respiratoires;Coronavirus rougeole métapneumovirus;QCM sur les virus pouvant être transmis par voie respiratoire.;A coronavirus | B virus rougeole | C astrovirus | D virus fièvre jaune | E métapneumovirus;ABE;correction_pdf;Coronavirus, virus de la rougeole et métapneumovirus peuvent se transmettre par voie respiratoire.;Ne pas classer astrovirus ou fièvre jaune comme transmission respiratoire classique.;Très haute;Non vu
QCM_2025_S1_VIRO_DL2_006;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;6;SARS-CoV-2;Diagnostic précoce RT-PCR antigénique;QCM sur les tests réalisables dans les 4 jours suivant le début des symptômes de SARS-CoV-2.;A antigènes enveloppe dans urines | B RT-PCR ARN viral écouvillon nasopharyngé | C IgG anti-SARS-CoV-2 sérum | D IgG anti-SARS-CoV-2 salive | E test antigénique immunochromatographique écouvillon nasopharyngé;BE;correction_pdf;Dans les premiers jours de symptômes, le diagnostic repose sur la RT-PCR nasopharyngée ou un test antigénique nasopharyngé.;Ne pas utiliser les IgG en phase très précoce ni rechercher des antigènes dans les urines.;Très haute;Non vu
QCM_2025_S1_VIRO_DL2_007;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;7;VRS;Diagnostic antigénique PCR vaccin grossesse;QCM sur le virus respiratoire syncytial.;A principal agent infections respiratoires enfant | B tests antigéniques immunochromatographiques disponibles | C tests immunochromatographiques sensibilité très supérieure PCR | D PCR multiplex ciblant VRS et autres virus respiratoires | E vaccin VRS recommandé chez femme enceinte;ABDE;correction_pdf;"Le VRS est un agent majeur des infections respiratoires de l’enfant ; il existe des tests antigéniques, des PCR multiplex respiratoires et une vaccination recommandée chez la femme enceinte selon contexte.";Ne pas dire que les tests immunochromatographiques sont plus sensibles que la PCR.;Très haute;Non vu
QCM_2025_S1_VIRO_DL2_008;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QRU;8;Vaccin hépatite B;Marqueur post-vaccinal anti-HBs;QRU sur le marqueur détecté dans le sérum après vaccination contre l’hépatite B.;A anticorps anti-HBs | B antigène HBc | C antigène HBe | D anticorps anti-HBe | E anticorps anti-HBc;A;correction_pdf;Après vaccination contre l’hépatite B, le marqueur attendu est l’anticorps anti-HBs.;Ne pas confondre vaccination VHB avec marqueurs d’infection comme anti-HBc, Ag HBc ou Ag HBe.;Très haute;Non vu
QCM_2025_S1_VIRO_DL2_009;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;9;VHC;Transmission sang dépistage sérologie;QCM sur le virus de l’hépatite C.;A transmission par le sang | B transmission saucisse de porc mal cuite | C infection chronique <5% | D dépistage par sérologie VHC | E vaccin VHC disponible;AD;correction_pdf;Le VHC se transmet par le sang et son dépistage repose sur la sérologie VHC.;"Ne pas confondre VHC avec VHE pour la transmission alimentaire par porc ; il n’existe pas de vaccin VHC.";Très haute;Non vu
QCM_2025_S1_VIRO_DL2_010;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;10;Structure virale;ADN capside enveloppe;QCM sur les éléments entrant dans la constitution des particules virales.;A acide nucléique ADN | B acide nucléique ARN 16S | C capside | D LPS | E enveloppe;ACE;correction_pdf;Une particule virale peut contenir un acide nucléique ADN, possède une capside et peut posséder une enveloppe.;Ne pas confondre ARN ribosomal 16S ou LPS avec des structures virales.;Haute;Non vu
QCM_2025_S1_VIRO_DL2_011;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;11;Arboviroses;Encéphalite japonaise chikungunya fièvre jaune;QCM sur les virus responsables d’arboviroses.;A virus de l’encéphalite chinoise | B virus de l’encéphalite japonaise | C norovirus | D virus du chikungunya | E virus de la fièvre jaune;BDE;correction_pdf;L’encéphalite japonaise, le chikungunya et la fièvre jaune sont des arboviroses.;Ne pas classer norovirus parmi les arbovirus.;Haute;Non vu
QCM_2025_S1_VIRO_DL2_012;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;12;Biocides;Antiseptiques désinfectants usage externe;QCM sur les biocides.;A produits détruisant organismes nuisibles par action chimique ou biologique | B antiseptiques | C désinfectants | D plus actifs sur virus nus | E usage externe;ABCE;correction_pdf;"Les biocides sont des produits à action chimique ou biologique ; certains sont des antiseptiques ou désinfectants, et leur usage est externe.";Ne pas dire qu’ils sont plus actifs sur les virus nus : les virus enveloppés sont généralement plus sensibles.;Haute;Non vu
QCM_2025_S1_VIRO_DL2_013;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;13;Herpesviridae;Enveloppe immunodéprimé environnement;QCM sur les virus de la famille Herpesviridae.;A virus à ARN | B peu résistants environnement extérieur | C possèdent une enveloppe | D infections graves chez immunodéprimé | E aucun vaccin dans cette famille;BCD;correction_pdf;Les Herpesviridae sont enveloppés, peu résistants dans l’environnement extérieur et peuvent provoquer des infections graves chez l’immunodéprimé.;"Ne pas dire qu’ils sont à ARN ; il existe un vaccin contre certains virus de cette famille, comme VZV.";Très haute;Non vu
QCM_2025_S1_VIRO_DL2_014;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;14;CMV congénital;Séquelles PCR urines nouveau-né;QCM sur l’infection congénitale à cytomégalovirus.;A infection congénitale la plus rare | B séquelles surtout si infection maternelle 1er trimestre | C déficit auditif | D PCR CMV urines nouveau-né dans 15 premiers jours signe infection in utero | E retard psychomoteur;BCDE;correction_pdf;"Le CMV congénital peut entraîner déficit auditif et retard psychomoteur ; les séquelles sont surtout liées aux infections précoces, et la PCR urinaire du nouveau-né dans les 15 premiers jours signe une infection in utero.";Ne pas dire que le CMV congénital est rare : c’est une infection congénitale importante et fréquente.;Très haute;Non vu
QCM_2025_S1_VIRO_DL2_015;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;15;Rubéole grossesse;Non immunisée contrôle 20SA post-partum;QCM sur la conduite devant une femme enceinte non immunisée contre la rubéole à 10 SA.;A vaccination immédiate | B recherche IgM anti-rubéole | C immunoglobulines | D contrôle sérologique à 20 SA | E vaccination post-partum immédiat;DE;correction_pdf;Chez une femme enceinte non immunisée contre la rubéole, on propose un contrôle sérologique à 20 SA et une vaccination en post-partum.;Ne pas vacciner immédiatement pendant la grossesse.;Très haute;Non vu
QCM_2025_S1_VIRO_DL2_016;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QCM;16;Virus oncogènes;EBV VHC HPV;QCM sur les virus pouvant être responsables de cancer.;A virus Epstein-Barr | B virus hépatite C | C virus hépatite E | D métapneumovirus | E papillomavirus;ABE;correction_pdf;EBV, VHC et HPV peuvent être impliqués dans des cancers.;Ne pas classer VHE ou métapneumovirus comme virus oncogènes classiques dans cette correction.;Très haute;Non vu
QCM_2025_S1_VIRO_DL2_017;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QRU;17;Virus;Parasites intracellulaires obligatoires;QRU sur l’affirmation correcte concernant les virus.;A parasites intracellulaires obligatoires | B provoquent le plus souvent infection chronique | C pas besoin machinerie cellulaire | D possèdent tous enveloppe | E tous sensibles amoxicilline;A;correction_pdf;Les virus sont des parasites intracellulaires obligatoires.;Ne pas dire que tous les virus sont enveloppés, chroniques ou sensibles aux antibiotiques.;Haute;Non vu
QCM_2025_S1_VIRO_DL2_018;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QRU;18;Rotavirus;Gastro-entérite nosocomiale;QRU sur les gastro-entérites aiguës à rotavirus.;A épidémies estivales pays tempérés | B infections nosocomiales possibles | C diarrhée glairo-sanglante typique | D touche jeunes adultes | E pas de vaccin;B;correction_pdf;Les rotavirus peuvent être à l’origine d’infections nosocomiales à l’hôpital.;"Ne pas décrire une diarrhée glairo-sanglante typique ; les jeunes enfants sont surtout concernés et il existe une vaccination.";Haute;Non vu
QCM_2025_S1_VIRO_DL2_019;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL2 Virologie;Virologie;QRU;19;Mononucléose infectieuse;Sérologie EBV;QRU sur l’examen utile pour confirmer une mononucléose infectieuse chez une adolescente.;A anticorps anti-VCA IgG/IgM et anti-EBNA sérum | B NFS monocytes sanguins | C PCR EBV urines | D PCR CMV salive | E PCR influenza nasopharyngée;A;correction_pdf;La confirmation virologique d’une mononucléose infectieuse repose sur la sérologie EBV avec anti-VCA IgG/IgM et anti-EBNA.;Ne pas confondre syndrome mononucléosique biologique et confirmation étiologique EBV.;Très haute;Non vu
QCM_2025_S1_BACT_DL3_001;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL3 Bactériologie;Bactériologie;QCM;1;Plaie souillée;Détersion gants antisepsie;QCM sur les recommandations pour soigner une plaie souillée de terre.;A antiseptique précédé détersion nettoyage plaie | B masque chirurgical impératif | C gants usage unique impératifs | D antisepsie avec solution hydroalcoolique | E antisepsie chlorhexidine alcoolique;AC;correction_pdf;Pour une plaie souillée, l’application d’un antiseptique doit être précédée d’une détersion/nettoyage, et le soignant doit porter des gants à usage unique.;Ne pas utiliser une solution hydroalcoolique comme antiseptique de plaie.;Très haute;Non vu
QCM_2025_S1_BACT_DL3_002;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL3 Bactériologie;Bactériologie;QCM;2;Transmission vectorielle;Rickettsia Borrelia;QCM sur les bactéries ou maladies se transmettant exclusivement par inoculation via un vecteur.;A Rickettsia spp | B Clostridium botulinum | C Francisella tularensis tularémie | D Borrelia burgdorferi maladie de Lyme | E Clostridium tetani;AD;correction_pdf;La correction retient Rickettsia spp. et Borrelia burgdorferi comme transmissions par inoculation vectorielle.;Ne pas confondre tétanos/botulisme avec transmission vectorielle.;Très haute;Non vu
QCM_2025_S1_BACT_DL3_003;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL3 Bactériologie;Bactériologie;QCM;3;Angine érythémato-pultacée;TROD viral amoxicilline;QCM sur la prise en charge d’une angine érythémato-pultacée.;A antibiothérapie toujours indiquée sans prélèvement | B pathogène bactérien principal prouvé par TROD | C angine le plus souvent virale | D amoxicilline toujours active sur principale espèce bactérienne | E macrolides toujours actifs;BCD;correction_pdf;"L’angine est le plus souvent virale ; l’implication du streptocoque A peut être prouvée par TROD, et l’amoxicilline reste active sur Streptococcus pyogenes.";Ne pas prescrire systématiquement une antibiothérapie sans TROD.;Très haute;Non vu
QCM_2025_S1_BACT_DL3_004;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL3 Bactériologie;Bactériologie;QCM;4;Anaérobies strictes;Clostridium métronidazole microbiote;QCM sur les bactéries anaérobies strictes.;A oxygène les tue | B aminosides antibiotiques de choix | C Clostridium anaérobies strictes | D métronidazole antibiotique de choix | E majoritaires microbiote intestinal;ACDE;correction_pdf;Les anaérobies strictes sont inhibées ou tuées par l’oxygène, incluent les Clostridium, sont majoritaires dans le microbiote intestinal et sont traitées notamment par métronidazole.;Les aminosides ne sont pas les antibiotiques de choix des anaérobies.;Très haute;Non vu
QCM_2025_S1_BACT_DL3_005;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL3 Bactériologie;Bactériologie;QCM;5;Staphylococcus aureus;Transmission contact surfaces;QCM sur Staphylococcus aureus.;A bactérie strictement humaine | B bactérie pathogène stricte | C transmission par contact humain | D transmission par surfaces colonisées | E portage 90% individus;CD;correction_pdf;Staphylococcus aureus peut se transmettre par contact humain et par contact avec des surfaces colonisées.;Ne pas dire que S. aureus est un pathogène strict : il existe un portage asymptomatique.;Très haute;Non vu
QCM_2025_S1_BACT_DL3_006;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL3 Bactériologie;Bactériologie;QCM;6;Tuberculose;Mycobacterium bovis africanum;QCM sur les autres agents de tuberculose en dehors de Mycobacterium tuberculosis.;A Mycobacterium bovis | B Mycobacterium abscessus | C Mycobacterium marinum | D Mycobacterium africanum | E Mycobacterium kansasii;AD;correction_pdf;En dehors de M. tuberculosis, M. bovis et M. africanum peuvent être responsables de tuberculose.;Ne pas confondre mycobactéries tuberculeuses et mycobactéries atypiques.;Très haute;Non vu
QCM_2025_S1_BACT_DL3_007;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL3 Bactériologie;Transversal-Nosocomial;QCM;7;Déclaration obligatoire;ARS tuberculose;QCM sur la déclaration obligatoire des maladies en France.;A signalement nominatif sans délai ARS | B notification anonyme détaillée secondaire | C liste actualisée selon risques épidémiologiques | D tuberculose déclaration obligatoire | E concerne seulement maladies avec décès;ABCD;correction_pdf;La déclaration obligatoire implique signalement à l’ARS, notification secondaire, actualisation de la liste selon les risques, et concerne notamment la tuberculose.;Ne pas croire que la déclaration obligatoire ne concerne que les maladies ayant entraîné le décès.;Très haute;Non vu
QCM_2025_S1_BACT_DL3_008;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL3 Bactériologie;Transversal-Nosocomial;QCM;8;Masque chirurgical;Grippe coqueluche;QCM sur les circonstances où porter un masque chirurgical.;A examen clinique patient grippe | B examen patient gastro-entérite virale | C examen patient tuberculose pulmonaire | D examen patient coqueluche | E soin aérosolisant COVID-19;AD;correction_pdf;Le masque chirurgical est indiqué pour les précautions gouttelettes, notamment grippe et coqueluche.;Ne pas confondre avec tuberculose ou geste aérosolisant COVID-19, qui relèvent du FFP2.;Très haute;Non vu
QCM_2025_S1_BACT_DL3_009;2024-2025;S1;Infectio 24-25 ses 1.pdf;DL3 Bactériologie;Bactériologie;QCM;9;Antibiotiques;Inhibition peptidoglycane;QCM sur les antibiotiques inhibant la synthèse du peptidoglycane.;A amoxicilline | B vancomycine glycopeptide | C gentamicine aminoside | D érythromycine macrolide | E ciprofloxacine fluoroquinolone;AB;correction_pdf;L’amoxicilline et la vancomycine inhibent la synthèse de la paroi/du peptidoglycane.;Ne pas confondre avec les aminosides/macrolides qui agissent sur la synthèse protéique, ou les fluoroquinolones qui agissent sur l’ADN gyrase.;Très haute;Non vu
